"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"11323745","21156713943001231000000000U4","ACEROS GYM",,"713943","Centros de acondicionamiento físico del sector privado","0 a 5 personas","CALLE","5 DE MAYO","CALLE","HERMENEGILDO GALEANA","CALLE","JOSE MARIA MORELOS","CALLE","MARIANO MATAMOROS","0","SN",,,"0",,"COLONIA","CENTRO",,,,"75853","21","PUEBLA","156","Tehuacán","0009","Magdalena Cuayucatepec","0501","028",,,,"Fijo","18.54813837","-97.48794306","2024-11"
"3400201","21156711191000032001000000U5","AGENCIA DE PAYASOS",,"711191","Otras compañías y grupos de espectáculos artísticos del sector privado","0 a 5 personas","CALLE","LA PAZ","CALLE","17 ORIENTE","CALLE","19 ORIENTE","CALLE","CHEMALE","1715",,,,"0",,"COLONIA","GRANJAS DE ORIENTE",,,,"75790","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1069","020","2381224687","SAUL.JOS.CHI1219@GMAIL.COM",,"Fijo","18.44904534","-97.38120345","2014-12"
"8464054","21156713120001541000000000U1","ALFA VIDEO GAMES",,"713120","Casas de juegos electrónicos","0 a 5 personas","CALLE","5 NORTE","CALLE","21 DE MARZO","CALLE","5 NORTE","CALLE","5 NORTE","6","A",,,"0",,"COLONIA","SANTIAGO TULA",,,,"75720","21","PUEBLA","156","Tehuacán","0001","Tehuacán","136A","034",,,,"Fijo","18.47708531","-97.38901765","2019-11"
"11549271","21156713943001481000000000U5","AMANTES DEL HIERRO",,"713943","Centros de acondicionamiento físico del sector privado","0 a 5 personas","PROLONGACION","12 NORTE","CALLE","PRIVADA 5 DE FEBRERO","CALLE","PRIVADA DE CONSTITUYENTES","CALLE","10 NORTE","0","SN",,,,,"COLONIA","CONSTITUYENTES",,,,"75710","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0963","021",,,,"Fijo","18.47008211","-97.40378397","2024-11"
"9791872","21156713943001321000000000U3","AMERICAN FITNESS TEHUACAN",,"713943","Centros de acondicionamiento físico del sector privado","0 a 5 personas","CALLE","AVENIDA ADOLFO LOPEZ MATEOS","AVENIDA","CONSTITUCION","CALLE","EMILIANO ZAPATA","CALLE","FRANCISCO I. MADERO","1400",,,,"0",,"COLONIA","LA HUIZACHERA",,,,"75718","21","PUEBLA","156","Tehuacán","0001","Tehuacán","093A","010","2381987848",,,"Fijo","18.49009161","-97.40632651","2024-11"
"11244067","21156713120001901000000000U7","ANTONYS GAMING",,"713120","Casas de juegos electrónicos","0 a 5 personas","CALLE","20 DE NOVIEMBRE","AVENIDA","LICENCIADO BENITO JUAREZ","CALLEJON","FRANCISCO I. MADERO","CALLE","CANAL DE VALSEQUILLO","616","2",,,,,"COLONIA","SANTA CECILIA",,,,"75855","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1514","027",,,,"Fijo","18.47842083","-97.42944011","2024-11"
"11749954","21156713120002011000000000U4","ARCADE G.O.2",,"713120","Casas de juegos electrónicos","0 a 5 personas","CALLE","7 Sur","CALLE","3 Oriente","CALLE","5 Oriente","CALLE","5 Sur","342",,,,,,"COLONIA","CENTRO",,,,"75700","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0569","021","2381039636",,,"Fijo","18.45882461","-97.38716817","2025-04"
"11374014","21156711510000291000000000U8","ARTE DECORATIVO",,"711510","Artistas, escritores y técnicos independientes","0 a 5 personas","CALLE","RETORNO PUERTO DE COATZACOALCOS","ANDADOR","PUERTO VALLARTA","ANDADOR","PUERTO DE MAZATLAN","ANDADOR","GOLFO DE TEHUANTEPEC","0","SN",,,,,"COLONIA","INFONAVIT VENUSTIANO CARRANZA",,,,"75760","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0588","051","2381994152",,,"Fijo","18.45878522","-97.40829536","2024-11"
"3428902","21156711312000011001000000U1","AUDITORIO ESCUELA JORGE L TAMAYO","ESCUELA SECUNDARIA JORGE L TAMAYO ","711312","Promotores del sector público de espectáculos artísticos, culturales, deportivos y similares que cuentan con instalaciones para presentarlos","0 a 5 personas","CALLE","3 PONIENTE","CALLE","OSTENDE","CALLE","10 SUR","BOULEVARD","ALDAMA","0","SN",,,"0",,"COLONIA","ARCADIA",,,,"75760","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0889","027","2381185226",,,"Fijo","18.46109526","-97.4034362","2010-07"
"10658836","21156713943001411000000000U2","BALL CITY SC",,"713943","Centros de acondicionamiento físico del sector privado","0 a 5 personas","PRIVADA","POPOCATEPETL","CALLE","BARDA","PRIVADA","NINGUNO","OTRO(ESPECIFIQUE)","BARDA","0","SN",,,,,"COLONIA","MEXICO NORTE",,,,"75764","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1374","036","2382369180","BALLCITYSC@GMAIL.COM",,"Fijo","18.45473996","-97.42226337","2024-11"
"11373677","21156713113000072000000000S3","BALNEARIO AGUAS HIDALGO",,"713113","Parques acuáticos y balnearios del sector privado","6 a 10 personas","PROLONGACION","VICENTE GUERRERO","CALLE","LOTZINTITLA","PRIVADA","NINGUNO","PRIVADA","NINGUNO","0","SN",,,,,"LOCALIDAD","SANTA MARIA COAPAN",,,,"75870","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0747","007",,,,"Fijo","18.42404855","-97.39900715","2024-11"
"10544064","21156713113000092000000000U1","BALNEARIO SAN DIEGO",,"713113","Parques acuáticos y balnearios del sector privado","6 a 10 personas","CALLE","NINGUNO","PRIVADA","VALSEQUILLO","CALLE","IGNACIO ALLENDE","PRIVADA","2 PONIENTE","117",,,,,,"COLONIA","CENTRO",,,,"75859","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1228","027",,,,"Fijo","18.44387644","-97.37047134","2024-11"
"3435066","21156713113000022001000000U8","BALNEARIO SAN LORENZO","AQUAEMPRESAS DEL EJIDO SAN LORENZO SC DE RL DE CV","713113","Parques acuáticos y balnearios del sector privado","0 a 5 personas","CALLE","5 DE FEBRERO","AVENIDA","NACIONAL","CARRETERA","FEDERAL PONIENTE","CALLE","EMILIO CARRANZA SUR","2",,,,"0",,"COLONIA","SAN LORENZO TEOTIPILCO",,,,"75855","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0840","005",,"AQUA-EMPRESAS@HOTMAIL.ES",,"Fijo","18.47405264","-97.43661743","2010-07"
"11370120","21156713943001511000000000U9","BATMAN GYM",,"713943","Centros de acondicionamiento físico del sector privado","0 a 5 personas","CALLE","GUADALUPE VICTORIA","CALLE","GARCI CRESPO","CALLE","PUERTO DEL AIRE","CALLE","PIPILA","1824",,,,"0",,"COLONIA","AEROPUERTO",,,,"75718","21","PUEBLA","156","Tehuacán","0001","Tehuacán","093A","036",,,,"Fijo","18.49340687","-97.40953197","2024-11"
"10149360","21156713943001311000000000S4","BODEGA DE APARATOS PARA HACER EJERCICIO",,"713943","Centros de acondicionamiento físico del sector privado","0 a 5 personas","CALLE","12 ORIENTE","CALLE","5 NORTE","CALLE","ALVARO OBREGON","CALLE","14 ORIENTE","337","D",,,,,"COLONIA","FRANCISCO SARABIA",,,,"75730","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1355","001","2381726108",,,"Fijo","18.47238098","-97.38940393","2024-11"
"8792882","21156711131000491000000000S9","BODEGA SIN NOMBRE",,"711131","Cantantes y grupos musicales del sector privado","0 a 5 personas","AVENIDA","PEÑAFIEL","CALLE","10 ORIENTE","CALLE","5 NORTE","CALLE","5 NORTE","339",,,,,,"COLONIA","FRANCISCO SARABIA",,,,"75730","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1355","009",,,,"Fijo","18.47080059","-97.38981111","2019-11"
"9046751","21156713943001011000000000U0","BOX FITNESS",,"713943","Centros de acondicionamiento físico del sector privado","0 a 5 personas","CALLE","12 PONIENTE","AVENIDA","JOSE GARCI CRESPO","CALLE","JAZMIN","CALLE","10 PONIENTE","1012",,,,"1012",,"FRACCIONAMIENTO","JACARANDAS",,,,"75730","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0041","032","2383869191","BOXFITNESS09@GMAIL.COM",,"Fijo","18.47231364","-97.39501349","2019-11"
"10214592","21156713120001951000000000U2","BRAVOS SALOON",,"713120","Casas de juegos electrónicos","0 a 5 personas","CALLE","19 PONIENTE","CALLE","8 SUR","CALLE","10 SUR","CALLE","17 PONIENTE","0","SN",,,,,"COLONIA","16 DE MARZO",,,,"75766","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1088","017",,,,"Fijo","18.45020043","-97.4038498","2024-11"
"6484301","21156713944000021000000000U8","CAMPO DEPORTIVO SAN VICENTE",,"713944","Centros de acondicionamiento físico del sector público","11 a 30 personas","CALLE","MARIANO ESCOBEDO","AVENIDA","FERROCARRIL","CALLE","IGNACIO ZARAGOZA","AVENIDA","FRANCISCO I. MADERO","0","SN",,,,,"EJIDO","SAN VICENTE FERRER",,,,"75718","21","PUEBLA","156","Tehuacán","0001","Tehuacán","143A","018",,,,"Fijo","18.49967245","-97.41089938","2016-01"
"10502366","21156713943001451000000000U8","CAMPO MIGUEL FARIAS",,"713943","Centros de acondicionamiento físico del sector privado","0 a 5 personas","PROLONGACION","5 DE MAYO","PRIVADA","NINGUNO","CALLE","NINGUNO","PROLONGACION","16 PONIENTE","12","LOTE",,,,,"COLONIA","SANTA CATALINA",,,,"75588","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0836","042",,,,"Fijo","18.47532558","-97.42163998","2024-11"
"11415884","21156713943001521000000000U8","CANCHA DE FUTBOL JOGA BONITO",,"713943","Centros de acondicionamiento físico del sector privado","0 a 5 personas","CALLE","5 NORTE","CALLE","4 ORIENTE","CALLE","NINGUNO","CALLEJON","BENITO JUAREZ","429",,,,,,"COLONIA","CENTRO",,,,"75700","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0075","013","2382752552",,,"Fijo","18.46829129","-97.38935945","2024-11"
"9969687","21156713943001111000000000U8","CANCHA DEPORTIVA SAN PEDRO",,"713943","Centros de acondicionamiento físico del sector privado","0 a 5 personas","CALLE","11 NORTE","CALLE","4 ORIENTE","CALLE","VICENTE GUERRERO","CALLE","9 NORTE","0","SN",,,,,"COLONIA","SAN PEDRO ACOQUIACO",,,,"75740","21","PUEBLA","156","Tehuacán","0001","Tehuacán","008A","007",,,,"Fijo","18.46747223","-97.38273795","2024-11"
"8765720","21156713943000661000000000U3","CANCHAS DE TENIS",,"713943","Centros de acondicionamiento físico del sector privado","0 a 5 personas","CALLE","6 ORIENTE","CALLE","CALLE DE LAS FLORES","CALLE","5 NORTE","AVENIDA","PEÑAFIEL",,"SN",,,,,"COLONIA","FRANCISCO SARABIA",,,,"75730","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1355","029",,,,"Fijo","18.4689684","-97.38851294","2019-11"
"10988706","21156713943001271000000000U0","CANCHAS FUTBOL LA BOMBONERA",,"713943","Centros de acondicionamiento físico del sector privado","0 a 5 personas","CALLE","BYESA","CALLE","CIRCUITO DE LOS CIPRESES","CALLE","CIRCUITO DE LOS CIPRESES","CALLE","CIRCUITO DE LOS CIPRESES","0","SN",,,,,"COLONIA","SAN DIEGO CHALMA",,,,"75859","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1213","147","2383906730",,,"Fijo","18.43891138","-97.36993147","2024-11"
"11827922","21156713943001571000000000U3","CARDIO CENTER",,"713943","Centros de acondicionamiento físico del sector privado","0 a 5 personas","CALLE","Doctor Manuel Pereyra Mejía","CALLE","Diagonal 4 Norte","CALLE","6 Poniente","CALLE","4 Norte","634",,,,"0",,"COLONIA","CERRITOS",,,,"75731","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0554","005",,,,"Fijo","18.47053047","-97.39872653","2025-04"
"8014955","21156713943001031000000000U8","CARDIO TANIA",,"713943","Centros de acondicionamiento físico del sector privado","0 a 5 personas","CALLE","RETORNO ALDAMA","AVENIDA","AVENIDA DEL MAESTRO","ANDADOR","PLAZA ALDAMA","CALLE","12 SUR","0","SN",,,"0",,"COLONIA","INFONAVIT VENUSTIANO CARRANZA",,,,"75760","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0573","010","2381999224",,,"Fijo","18.45798698","-97.40468702","2019-11"
"8463750","21156713943000831000000000U2","CARDIO Y-SPORT",,"713943","Centros de acondicionamiento físico del sector privado","0 a 5 personas","CALLE","HACIENDA LA HUERTA","CALZADA","RANCHO LA PURISIMA","CALLE","PUEBLA OAXACA","CALLE","HACIENDA EL HUMILLADERO","1501",,,,,,"FRACCIONAMIENTO","LOS ALAMOS",,,,"75790","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1586","023",,,,"Fijo","18.44164752","-97.38281238","2019-11"
"7949480","21156711312000023000000000U6","CASA DE CULTURA SAN LORENZO","GOBIERNO DEL ESTADO DE PUEBLA ","711312","Promotores del sector público de espectáculos artísticos, culturales, deportivos y similares que cuentan con instalaciones para presentarlos","0 a 5 personas","AVENIDA","NACIONAL","ANDADOR","NINGUNO","CALLE","JOSEFA ORTIZ DE DOMINGUEZ","CALLE","15 DE SEPTIEMBRE","75",,,,"0",,"COLONIA","SAN LORENZO",,,,"75855","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0836","057","2384012367",,,"Fijo","18.47118857","-97.42770808","2019-11"
"8752456","21156711510000141000000000U5","CASA LATINA",,"711510","Artistas, escritores y técnicos independientes","0 a 5 personas","PRIVADA","6 NORTE","CALLE","6 ORIENTE","PRIVADA","6 NORTE","CALLE","3 NORTE","9",,,,"0",,"COLONIA","COLONIA CENTRO",,,,"75700","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0056","008","2381027775",,,"Fijo","18.46879715","-97.39197933","2019-11"
"10550545","21156811493000421000000000U9","CENTRAL BOXING",,"713943","Centros de acondicionamiento físico del sector privado","0 a 5 personas","PROLONGACION","14 PONIENTE","CALLE","28 NORTE","CALLE","30 NORTE","CALLE","12 PONIENTE","2811","B",,,,,"COLONIA","SAN RAFAEL",,,,"75758","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0959","007","2382728066",,,"Fijo","18.47165649","-97.41102562","2024-11"
"3402717","21156711121000012011000000U4","CENTRO DE ACONDICIONAMIENTO LUAN SPORT",,"713943","Centros de acondicionamiento físico del sector privado","0 a 5 personas","CALLE","2 NORTE","PRIVADA","PRIMERA PRIVADA DE LA 2 NORTE","PRIVADA","NINGUNO","CALLE","4 NORTE","0","SN",,,"233",,"COLONIA","CENTRO",,,,"75700","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0041","019","2381180573",,,"Fijo","18.46617316","-97.39645528","2014-12"
"10218006","21156713943001151000000000U4","CENTRO DE ALTO RENDIMIENTO PANTERS",,"713943","Centros de acondicionamiento físico del sector privado","0 a 5 personas","CALLE","16 ORIENTE","CALLE","3 NORTE","CALLE","ALVARO OBREGON","CALLE","18 ORIENTE","307",,,,,,"COLONIA","FRANCISCO SARABIA",,,,"75730","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1355","025",,,,"Fijo","18.47440254","-97.39083473","2024-11"
"9437996","21149713943000061000000000U1","CENTRO DE ENTRANAMIENTO YO CREO MI SALUD",,"713943","Centros de acondicionamiento físico del sector privado","0 a 5 personas","CALLE","3 ORIENTE","PRIVADA","NINGUNO","AVENIDA","NACIONAL SUR","CALLE","5 ORIENTE",,"SN",,,,,"BARRIO","SAN MIGUEL",,,,"75820","21","PUEBLA","149","Santiago Miahuatlán","0001","Santiago Miahuatlán","0102","009","2383906104",,,"Fijo","18.54872226","-97.43736313","2023-11"
"3403642","21156713120001211000000000U1","CENTRO DE VIDEOJUEGOS SIN NOMBRE",,"713120","Casas de juegos electrónicos","0 a 5 personas","CALLE","MIGUEL HIDALGO","PRIVADA","NINGUNO","CALLE","21 PONIENTE","AVENIDA","VALSEQUILLO","2100",,,,,,"COLONIA","LA ESMERALDA",,,,"75763","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1035","012",,,,"Fijo","18.44817132","-97.40610639","2014-12"
"8464098","21156713943000861000000000U9","CENTRO DE ZUMBA",,"713943","Centros de acondicionamiento físico del sector privado","0 a 5 personas","CALLE","2 PONIENTE","CALLE","2 NORTE","CALLE","4 NORTE","CALLE","4 PONIENTE","200",,,,"0",,"COLONIA","CENTRO",,,,"75700","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0041","019","2382946923",,,"Fijo","18.46505854","-97.39652896","2019-11"
"8014199","21156713944000043000000000U2","CENTRO INTEGRAL DE PREVENCION Y PARTICIPACION CIUDADANA EL RIEGO","SECRETARIA GENERAL DE GOBIERNO DEL ESTADO DE PUEBLA ","713944","Centros de acondicionamiento físico del sector público","0 a 5 personas","CALLE","CHIHUAHUA","CALLE","BAJA CALIFORNIA","OTRO(ESPECIFIQUE)","BARDA","CALLE","MANANTIALES DE TEHUACAN","1302",,,,,,"COLONIA","EL RIEGO",,,,"75764","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1374","001",,,,"Fijo","18.4516311","-97.41879284","2019-11"
"10200738","21156713120001821000000000U7","CIBER GAMER",,"713120","Casas de juegos electrónicos","0 a 5 personas","AVENIDA","HEROES DE LA INDEPENDENCIA","CALLE","PASTOR ROUAIX","CALLE","VICENTE GUERRERO","CALLE","MARIANO ESCOBEDO","0","SN",,,,,"COLONIA","GUADALUPE",,,,"75853","21","PUEBLA","156","Tehuacán","0009","Magdalena Cuayucatepec","0516","013","2382010796",,,"Semifijo","18.55143232","-97.48386624","2024-11"
"3524519","21156713120001191010000000U5","CIBER PICHON",,"713120","Casas de juegos electrónicos","0 a 5 personas","CALLE","18 ORIENTE","BOULEVARD","EJERCITO MEXICANO","CALLE","LAS FLORES","CALLE","18 ORIENTE","537",,,,"0",,"COLONIA","EMILIANO ZAPATA",,,,"75730","21","PUEBLA","156","Tehuacán","0001","Tehuacán","136A","012","2381705343",,,"Fijo","18.47532538","-97.38762545","2010-07"
"8716507","21156466212001731000000000U2","CICLING SPORT",,"713943","Centros de acondicionamiento físico del sector privado","0 a 5 personas","CALLE","2 NORTE","CALLE","2 PONIENTE","CALLE","PRIVADA DE LA 2 NORTE","CALLE","NICOLAS BRAVO","200",,,,"0",,"COLONIA","CENTRO",,,,"75700","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0041","018",,,,"Fijo","18.46508456","-97.39638788","2019-11"
"10599827","21156713943001341000000000U1","CLASES DE BAILE ALPHA WOMAN",,"713943","Centros de acondicionamiento físico del sector privado","0 a 5 personas","CALLE","3 NORTE","CALLE","6 ORIENTE","PRIVADA","NINGUNO","CALLEJON","BENITO JUAREZ","432",,,,,,"COLONIA","SANTIAGO TULA",,,,"75740","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0075","012","2381747679","ILEYA_N87@HOTMAIL.COM",,"Fijo","18.46809762","-97.39131013","2024-11"
"3399842","21156713943000631000000000U6","CLASES DE ZUMBA SIN NOMBRE",,"713943","Centros de acondicionamiento físico del sector privado","0 a 5 personas","CALLE","4 ORIENTE","CALLE","13 NORTE","CALLE","BENITO JUAREZ","CALLE","VICENTE GUERRERO","1125",,,,"0",,,"SAN PEDRO ACOQUIACO",,,,"75740","21","PUEBLA","156","Tehuacán","0001","Tehuacán","008A","009",,,,"Fijo","18.46695814","-97.38158831","2014-12"
"10016884","21149713943000101000000000U5","CLUB",,"713943","Centros de acondicionamiento físico del sector privado","0 a 5 personas","CALLE","3 ORIENTE","PRIVADA","NINGUNO","AVENIDA","NACIONAL SUR","CALLE","5 ORIENTE",,"SN",,,,,"BARRIO","SAN MIGUEL",,,,"75820","21","PUEBLA","149","Santiago Miahuatlán","0001","Santiago Miahuatlán","0102","009","2381101575",,,"Fijo","18.54867507","-97.43813384","2024-11"
"10413902","21156711312000033000000000U5","COMPLEJO CULTURAL EL CALVARIO","AYUNTAMIENTO DE TEHUACAN ","711312","Promotores del sector público de espectáculos artísticos, culturales, deportivos y similares que cuentan con instalaciones para presentarlos","11 a 30 personas","CALLE","3 SUR","CALLE","13 ORIENTE","PROLONGACION","3 SUR","BOULEVARD","INGENIERO PASTOR ROUAIX","0","SN",,,,,"COLONIA","GUADALUPE HIDALGO",,,,"75790","21","PUEBLA","156","Tehuacán","0001","Tehuacán","1177","001",,,,"Fijo","18.45252267","-97.39151595","2024-11"
"3524941","21156311812001001000000000U4","CRONCH GYM",,"713943","Centros de acondicionamiento físico del sector privado","0 a 5 personas","PROLONGACION","10 ORIENTE","CALLE","23 NORTE","CALLE","21 NORTE","CALLE","12 ORIENTE","2107",,,,,,"COLONIA","DEL VALLE",,,,"75740","21","PUEBLA","156","Tehuacán","0001","Tehuacán","086A","032","2381350278",,,"Fijo","18.47154461","-97.37637666","2010-07"
"10675639","21156713943001431000000000U0","CROSS 238 GIMNASIO",,"713943","Centros de acondicionamiento físico del sector privado","0 a 5 personas","CALLE","PROFESOR PEDRO JOSE DE LA LLAVE","CALLE","3 SUR","CALLE","MARIANO RUIZ TIRADO","CALLE","JOSEFA ORTIZ DE DOMINGUEZ","311",,,,,,"COLONIA","DEL EMPLEADO",,,,"75799","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0130","010",,,,"Fijo","18.45701918","-97.3909839","2024-11"
